# k, delta_cdm, delta_b, delta_g, delta_nu, delta_num, delta_tot, delta_nonu, delta_tot_nodm, phi, v_cdm, v_b, v_b_cdm
2.19234386e-01 1.69744839e+01 1.68940461e+01 -4.02659771e-06 -4.10100053e-06 0.00000000e+00 1.69567147e+01 1.69567188e+01 1.69567147e+01 3.97644700e-07 7.69966410e+00 7.66317733e+00 3.64867621e-02
2.21399167e-01 1.67342038e+01 1.66549530e+01 -3.89244879e-06 -3.96437125e-06 0.00000000e+00 1.67166938e+01 1.67166978e+01 1.67166938e+01 3.92016072e-07 7.59067250e+00 7.55472416e+00 3.59483374e-02
2.23563948e-01 1.64931503e+01 1.64147865e+01 -3.76105736e-06 -3.83057468e-06 0.00000000e+00 1.64758522e+01 1.64758561e+01 1.64758522e+01 3.86368199e-07 7.48133008e+00 7.44578407e+00 3.55460028e-02
2.25728730e-01 1.62516117e+01 1.61738910e+01 -3.63521884e-06 -3.70241018e-06 0.00000000e+00 1.62344872e+01 1.62344909e+01 1.62344872e+01 3.80708051e-07 7.37176763e+00 7.33651334e+00 3.52542885e-02
2.27893513e-01 1.60109700e+01 1.59337165e+01 -3.51474991e-06 -3.57969641e-06 0.00000000e+00 1.59939910e+01 1.59939946e+01 1.59939910e+01 3.75068277e-07 7.26261201e+00 7.22756966e+00 3.50423536e-02
2.30058295e-01 1.57736603e+01 1.56967742e+01 -3.39641177e-06 -3.45919391e-06 0.00000000e+00 1.57568100e+01 1.57568135e+01 1.57568100e+01 3.69506246e-07 7.15496778e+00 7.12009209e+00 3.48756905e-02
2.32223078e-01 1.55398553e+01 1.54633125e+01 -3.28492187e-06 -3.34562704e-06 0.00000000e+00 1.55231289e+01 1.55231323e+01 1.55231289e+01 3.64026291e-07 7.04891335e+00 7.01419336e+00 3.47199858e-02
2.34387861e-01 1.53119623e+01 1.52358060e+01 -3.17656601e-06 -3.23527936e-06 0.00000000e+00 1.52953648e+01 1.52953681e+01 1.52953648e+01 3.58685091e-07 6.94554055e+00 6.91099587e+00 3.45446743e-02
2.36552645e-01 1.50902812e+01 1.50146086e+01 -3.07402715e-06 -3.13083687e-06 0.00000000e+00 1.50738262e+01 1.50738293e+01 1.50738262e+01 3.53489883e-07 6.84498549e+00 6.81066024e+00 3.43252476e-02
2.38717429e-01 1.48761482e+01 1.48010947e+01 -2.97579304e-06 -3.03078543e-06 0.00000000e+00 1.48598548e+01 1.48598578e+01 1.48598548e+01 3.48472131e-07 6.74785428e+00 6.71380984e+00 3.40444396e-02
2.40882213e-01 1.46702737e+01 1.45959955e+01 -2.88152842e-06 -2.93478810e-06 0.00000000e+00 1.46541642e+01 1.46541671e+01 1.46541642e+01 3.43648568e-07 6.65446916e+00 6.62077641e+00 3.36927593e-02
2.43046998e-01 1.44723695e+01 1.43990237e+01 -2.79269350e-06 -2.84430378e-06 0.00000000e+00 1.44564662e+01 1.44564691e+01 1.44564662e+01 3.39012437e-07 6.56469935e+00 6.53142953e+00 3.32698179e-02
2.45211783e-01 1.42828228e+01 1.42105520e+01 -2.70726707e-06 -2.75730531e-06 0.00000000e+00 1.42671459e+01 1.42671487e+01 1.42671459e+01 3.34572768e-07 6.47872056e+00 6.44593835e+00 3.27822075e-02
2.47376568e-01 1.41006305e+01 1.40295495e+01 -2.62614896e-06 -2.67468823e-06 0.00000000e+00 1.40851960e+01 1.40851986e+01 1.40851960e+01 3.30305936e-07 6.39607771e+00 6.36383522e+00 3.22424908e-02
2.49541353e-01 1.39246602e+01 1.38548467e+01 -2.54947263e-06 -2.59658011e-06 0.00000000e+00 1.39094785e+01 1.39094811e+01 1.39094785e+01 3.26185260e-07 6.31625721e+00 6.28458962e+00 3.16675886e-02
2.51706139e-01 1.37546393e+01 1.36861281e+01 -2.47425568e-06 -2.51998934e-06 0.00000000e+00 1.37397140e+01 1.37397165e+01 1.37397140e+01 3.22204186e-07 6.23913532e+00 6.20805849e+00 3.10768256e-02
2.53870925e-01 1.35884681e+01 1.35212527e+01 -2.40286425e-06 -2.44727841e-06 0.00000000e+00 1.35737972e+01 1.35737996e+01 1.35737972e+01 3.18313341e-07 6.16375972e+00 6.13327066e+00 3.04890572e-02
2.56035711e-01 1.34251001e+01 1.33591333e+01 -2.33491797e-06 -2.37806134e-06 0.00000000e+00 1.34106752e+01 1.34106776e+01 1.34106752e+01 3.14488037e-07 6.08965563e+00 6.05973291e+00 2.99227165e-02
2.58200498e-01 1.32643228e+01 1.31995257e+01 -2.26844057e-06 -2.31035568e-06 0.00000000e+00 1.32501307e+01 1.32501330e+01 1.32501307e+01 3.10723176e-07 6.01672668e+00 5.98733458e+00 2.93921070e-02
2.60365285e-01 1.31051953e+01 1.30414651e+01 -2.20419122e-06 -2.24491802e-06 0.00000000e+00 1.30912192e+01 1.30912214e+01 1.30912192e+01 3.06996610e-07 5.94454608e+00 5.91563790e+00 2.89081834e-02
2.62530072e-01 1.29474719e+01 1.28846925e+01 -2.14165655e-06 -2.18123197e-06 0.00000000e+00 1.29336930e+01 1.29336952e+01 1.29336930e+01 3.03302531e-07 5.87300238e+00 5.84452552e+00 2.84768589e-02
2.64694859e-01 1.27909531e+01 1.27290067e+01 -2.08072930e-06 -2.11918829e-06 0.00000000e+00 1.27773525e+01 1.27773546e+01 1.27773525e+01 2.99636256e-07 5.80200510e+00 5.77390606e+00 2.80990338e-02
2.66859647e-01 1.26352120e+01 1.25739866e+01 -2.02218345e-06 -2.05956029e-06 0.00000000e+00 1.26217718e+01 1.26217739e+01 1.26217718e+01 2.95987799e-07 5.73136061e+00 5.70358862e+00 2.77719910e-02
2.69024434e-01 1.24802929e+01 1.24196920e+01 -1.96603723e-06 -2.00236530e-06 0.00000000e+00 1.24669975e+01 1.24669995e+01 1.24669975e+01 2.92358252e-07 5.66108892e+00 5.63360022e+00 2.74887061e-02
2.71189222e-01 1.23268738e+01 1.22668208e+01 -1.91107127e-06 -1.94638227e-06 0.00000000e+00 1.23137106e+01 1.23137126e+01 1.23137106e+01 2.88763588e-07 5.59149767e+00 5.56425749e+00 2.72401774e-02
2.73354010e-01 1.21754623e+01 1.21159059e+01 -1.85710785e-06 -1.89143337e-06 0.00000000e+00 1.21624228e+01 1.21624247e+01 1.21624228e+01 2.85215801e-07 5.52281711e+00 5.49580219e+00 2.70149212e-02
2.75518799e-01 1.20257200e+01 1.19666329e+01 -1.80618766e-06 -1.83956149e-06 0.00000000e+00 1.20127992e+01 1.20128011e+01 1.20127992e+01 2.81707043e-07 5.45489366e+00 5.42809161e+00 2.68020491e-02
2.77683587e-01 1.18791746e+01 1.18205534e+01 -1.75583488e-06 -1.78828863e-06 0.00000000e+00 1.18663711e+01 1.18663729e+01 1.18663711e+01 2.78273218e-07 5.38842032e+00 5.36182961e+00 2.65907096e-02
2.79848376e-01 1.17355236e+01 1.16773847e+01 -1.70781623e-06 -1.73938321e-06 0.00000000e+00 1.17228391e+01 1.17228408e+01 1.17228391e+01 2.74907311e-07 5.32325990e+00 5.29688798e+00 2.63719193e-02
2.82013165e-01 1.15952504e+01 1.15376262e+01 -1.66169522e-06 -1.69240802e-06 0.00000000e+00 1.15826890e+01 1.15826907e+01 1.15826890e+01 2.71620711e-07 5.25963166e+00 5.23349322e+00 2.61384395e-02
2.84177954e-01 1.14585702e+01 1.14015028e+01 -1.61718065e-06 -1.64707071e-06 0.00000000e+00 1.14461375e+01 1.14461392e+01 1.14461375e+01 2.68418500e-07 5.19763322e+00 5.17174733e+00 2.58858888e-02
2.86342744e-01 1.13254583e+01 1.12689934e+01 -1.57424614e-06 -1.60334379e-06 0.00000000e+00 1.13131605e+01 1.13131621e+01 1.13131605e+01 2.65300112e-07 5.13725336e+00 5.11164075e+00 2.56126061e-02
2.88507533e-01 1.11957765e+01 1.11399588e+01 -1.53295061e-06 -1.56128504e-06 0.00000000e+00 1.11836196e+01 1.11836212e+01 1.11836196e+01 2.62262304e-07 5.07842940e+00 5.05311038e+00 2.53190276e-02
2.90672323e-01 1.10694274e+01 1.10142950e+01 -1.49315127e-06 -1.52075021e-06 0.00000000e+00 1.10574165e+01 1.10574180e+01 1.10574165e+01 2.59302768e-07 5.02111718e+00 4.99610898e+00 2.50081928e-02
2.92837113e-01 1.09462942e+01 1.08918753e+01 -1.45470026e-06 -1.48159003e-06 0.00000000e+00 1.09344328e+01 1.09344343e+01 1.09344328e+01 2.56418729e-07 4.96526370e+00 4.94057914e+00 2.46845557e-02
2.95001903e-01 1.08260291e+01 1.07723390e+01 -1.41785273e-06 -1.44405859e-06 0.00000000e+00 1.08143187e+01 1.08143201e+01 1.08143187e+01 2.53601985e-07 4.91071117e+00 4.88635720e+00 2.43539713e-02
2.97166693e-01 1.07086110e+01 1.06556517e+01 -1.38203132e-06 -1.40757655e-06 0.00000000e+00 1.06970511e+01 1.06970525e+01 1.06970511e+01 2.50851992e-07 4.85745006e+00 4.83342759e+00 2.40224692e-02
2.99331484e-01 1.05933325e+01 1.05410929e+01 -1.34796631e-06 -1.37287344e-06 0.00000000e+00 1.05819207e+01 1.05819220e+01 1.05819207e+01 2.48152118e-07 4.80515948e+00 4.78146346e+00 2.36960178e-02
3.01496274e-01 1.04805083e+01 1.04289653e+01 -1.31412838e-06 -1.33841690e-06 0.00000000e+00 1.04692402e+01 1.04692415e+01 1.04692402e+01 2.45509695e-07 4.75398215e+00 4.73060215e+00 2.33800020e-02
3.03661065e-01 1.03689859e+01 1.03181075e+01 -1.28209602e-06 -1.30578558e-06 0.00000000e+00 1.03578560e+01 1.03578573e+01 1.03578560e+01 2.42897673e-07 4.70339535e+00 4.68031677e+00 2.30785736e-02
3.05825856e-01 1.02592702e+01 1.02090176e+01 -1.25017253e-06 -1.27327987e-06 0.00000000e+00 1.02482719e+01 1.02482732e+01 1.02482719e+01 2.40327862e-07 4.65362804e+00 4.63083335e+00 2.27946828e-02
3.07990647e-01 1.01503211e+01 1.01006524e+01 -1.22002346e-06 -1.24256609e-06 0.00000000e+00 1.01394475e+01 1.01394487e+01 1.01394475e+01 2.37775868e-07 4.60420847e+00 4.58167864e+00 2.25298257e-02
3.10155438e-01 1.00427257e+01 9.99359899e+00 -1.19030077e-06 -1.21229419e-06 0.00000000e+00 1.00319698e+01 1.00319711e+01 1.00319698e+01 2.35255455e-07 4.55540297e+00 4.53311899e+00 2.22839831e-02
3.12320229e-01 9.93628087e+00 9.88765711e+00 -1.16141307e-06 -1.18287275e-06 0.00000000e+00 9.92563622e+00 9.92563740e+00 9.92563622e+00 2.32761871e-07 4.50711936e+00 4.48506351e+00 2.20558468e-02
3.14485021e-01 9.83104029e+00 9.78288572e+00 -1.13334142e-06 -1.15428249e-06 0.00000000e+00 9.82050114e+00 9.82050229e+00 9.82050114e+00 2.30296393e-07 4.45938200e+00 4.43753898e+00 2.18430225e-02
3.16649812e-01 9.72706347e+00 9.67935126e+00 -1.10606815e-06 -1.12650537e-06 0.00000000e+00 9.71662520e+00 9.71662632e+00 9.71662520e+00 2.27860442e-07 4.41221788e+00 4.39057551e+00 2.16423630e-02
3.18814604e-01 9.62461146e+00 9.57732270e+00 -1.07921368e-06 -1.09916114e-06 0.00000000e+00 9.61427062e+00 9.61427172e+00 9.61427062e+00 2.25460169e-07 4.36574541e+00 4.34429513e+00 2.14502869e-02
3.20979396e-01 9.52340934e+00 9.47653312e+00 -1.05341260e-06 -1.07288475e-06 0.00000000e+00 9.51316385e+00 9.51316492e+00 9.51316385e+00 2.23089157e-07 4.31983990e+00 4.29857675e+00 2.12631574e-02
3.23144188e-01 9.42363637e+00 9.37716953e+00 -1.02852279e-06 -1.04753375e-06 0.00000000e+00 9.41348530e+00 9.41348634e+00 9.41348530e+00 2.20751637e-07 4.27458266e+00 4.25350520e+00 2.10774592e-02
3.25308980e-01 9.32551172e+00 9.27945688e+00 -1.00436746e-06 -1.02293100e-06 0.00000000e+00 9.31545499e+00 9.31545601e+00 9.31545499e+00 2.18452770e-07 4.23007310e+00 4.20918252e+00 2.08905810e-02
3.27473772e-01 9.22922125e+00 9.18358607e+00 -9.80897254e-07 -9.99027003e-07 0.00000000e+00 9.21925953e+00 9.21926053e+00 9.21925953e+00 2.16196932e-07 4.18639553e+00 4.16569530e+00 2.07002215e-02
3.29638565e-01 9.13469768e+00 9.08949274e+00 -9.58439125e-07 -9.76148868e-07 0.00000000e+00 9.12483211e+00 9.12483309e+00 9.12483211e+00 2.13982554e-07 4.14351942e+00 4.12301436e+00 2.05050620e-02
3.31803357e-01 9.04232660e+00 8.99756331e+00 -9.36407638e-07 -9.53710288e-07 0.00000000e+00 9.03255835e+00 9.03255930e+00 9.03255835e+00 2.11818682e-07 4.10161969e+00 4.08131496e+00 2.03047302e-02
3.33968150e-01 8.95191886e+00 8.90760791e+00 -9.15066636e-07 -9.31974942e-07 0.00000000e+00 8.94224903e+00 8.94224996e+00 8.94224903e+00 2.09700876e-07 4.06061054e+00 4.04051099e+00 2.00995485e-02
3.36132943e-01 8.86336937e+00 8.81951922e+00 -8.94384328e-07 -9.10910453e-07 0.00000000e+00 8.85379875e+00 8.85379966e+00 8.85379875e+00 2.07626666e-07 4.02044429e+00 4.00055376e+00 1.98905290e-02
3.38297735e-01 8.77652691e+00 8.73314263e+00 -8.74325446e-07 -8.90480903e-07 0.00000000e+00 8.76705579e+00 8.76705668e+00 8.76705579e+00 2.05592494e-07 3.98105235e+00 3.96137315e+00 1.96792058e-02
3.40462528e-01 8.69123518e+00 8.64831767e+00 -8.54855560e-07 -8.70651232e-07 0.00000000e+00 8.68186323e+00 8.68186410e+00 8.68186323e+00 2.03594680e-07 3.94236383e+00 3.92289635e+00 1.94674793e-02
3.42627321e-01 8.60736731e+00 8.56491327e+00 -8.35944501e-07 -8.51390717e-07 0.00000000e+00 8.59809360e+00 8.59809445e+00 8.59809360e+00 2.01630234e-07 3.90432118e+00 3.88506393e+00 1.92572456e-02
3.44792115e-01 8.52496396e+00 8.48296564e+00 -8.17327556e-07 -8.32433909e-07 0.00000000e+00 8.51578683e+00 8.51578766e+00 8.51578683e+00 1.99700093e-07 3.86694283e+00 3.84789230e+00 1.90505339e-02
3.46956908e-01 8.44365065e+00 8.40209690e+00 -7.99462103e-07 -8.14238255e-07 0.00000000e+00 8.43456800e+00 8.43456882e+00 8.43456800e+00 1.97795465e-07 3.83005893e+00 3.81121006e+00 1.88488745e-02
3.49121701e-01 8.36348571e+00 8.32236255e+00 -7.82082610e-07 -7.96537544e-07 0.00000000e+00 8.35449500e+00 8.35449579e+00 8.35449500e+00 1.95917707e-07 3.79369594e+00 3.77504238e+00 1.86535586e-02
3.51286495e-01 8.28437693e+00 8.24366861e+00 -7.65166727e-07 -7.79309014e-07 0.00000000e+00 8.27547535e+00 8.27547613e+00 8.27547535e+00 1.94064650e-07 3.75781202e+00 3.73934663e+00 1.84653878e-02
3.53451288e-01 8.20623008e+00 8.16592008e+00 -7.48692855e-07 -7.62530665e-07 0.00000000e+00 8.19741473e+00 8.19741549e+00 8.19741473e+00 1.92234084e-07 3.72236443e+00 3.70407972e+00 1.82847073e-02
3.55616082e-01 8.12900836e+00 8.08908056e+00 -7.32592869e-07 -7.46133978e-07 0.00000000e+00 8.12027642e+00 8.12027717e+00 8.12027642e+00 1.90425146e-07 3.68733648e+00 3.66922514e+00 1.81113403e-02
3.57780876e-01 8.05261956e+00 8.01305906e+00 -7.16950824e-07 -7.30202845e-07 0.00000000e+00 8.04396842e+00 8.04396915e+00 8.04396842e+00 1.88635680e-07 3.65268635e+00 3.63474162e+00 1.79447350e-02
3.59945669e-01 7.97711765e+00 7.93791139e+00 -7.01714103e-07 -7.14684442e-07 0.00000000e+00 7.96854499e+00 7.96854570e+00 7.96854499e+00 1.86866957e-07 3.61843851e+00 3.60065447e+00 1.77840475e-02
3.62110463e-01 7.90253693e+00 7.86367440e+00 -6.86914861e-07 -6.99610855e-07 0.00000000e+00 7.89404081e+00 7.89404151e+00 7.89404081e+00 1.85119791e-07 3.58460853e+00 3.56698040e+00 1.76281294e-02
3.64275257e-01 7.82902081e+00 7.79049389e+00 -6.72459874e-07 -6.84888702e-07 0.00000000e+00 7.82059963e+00 7.82060031e+00 7.82059963e+00 1.83397554e-07 3.55126145e+00 3.53378556e+00 1.74758940e-02
3.66440052e-01 7.75659953e+00 7.71840267e+00 -6.58390425e-07 -6.70559212e-07 0.00000000e+00 7.74825209e+00 7.74825276e+00 7.74825209e+00 1.81700962e-07 3.51841100e+00 3.50108482e+00 1.73261820e-02
3.68604846e-01 7.68528654e+00 7.64741649e+00 -6.44697123e-07 -6.56612822e-07 0.00000000e+00 7.67701199e+00 7.67701265e+00 7.67701199e+00 1.80030341e-07 3.48606327e+00 3.46888533e+00 1.71779420e-02
3.70769640e-01 7.61506895e+00 7.57752438e+00 -6.31368676e-07 -6.43038031e-07 0.00000000e+00 7.60686676e+00 7.60686740e+00 7.60686676e+00 1.78385395e-07 3.45421241e+00 3.43718211e+00 1.70303018e-02
3.72934435e-01 7.54591740e+00 7.50869830e+00 -6.18392805e-07 -6.29822332e-07 0.00000000e+00 7.53778724e+00 7.53778787e+00 7.53778724e+00 1.76765441e-07 3.42284511e+00 3.40596244e+00 1.68826678e-02
3.75099229e-01 7.47781988e+00 7.44092700e+00 -6.05759046e-07 -6.16955068e-07 0.00000000e+00 7.46976157e+00 7.46976218e+00 7.46976157e+00 1.75170199e-07 3.39195592e+00 3.37522123e+00 1.67346914e-02
3.77264024e-01 7.41075599e+00 7.37419043e+00 -5.93456590e-07 -6.04425230e-07 0.00000000e+00 7.40276938e+00 7.40276999e+00 7.40276938e+00 1.73599194e-07 3.36153559e+00 3.34494937e+00 1.65862207e-02
3.79428818e-01 7.34474467e+00 7.30850711e+00 -5.81478093e-07 -5.92225338e-07 0.00000000e+00 7.33682957e+00 7.33683016e+00 7.33682957e+00 1.72052868e-07 3.33159271e+00 3.31515527e+00 1.64374388e-02
3.97526928e-01 6.82967880e+00 6.79607633e+00 -4.92590215e-07 -5.01694572e-07 0.00000000e+00 6.82233360e+00 6.82233410e+00 6.82233360e+00 1.59987642e-07 3.09795767e+00 3.08271551e+00 1.52421580e-02
4.17937758e-01 6.31175842e+00 6.28066221e+00 -4.11855654e-07 -4.19467828e-07 0.00000000e+00 6.30496360e+00 6.30496402e+00 6.30496360e+00 1.47855018e-07 2.86302782e+00 2.84892251e+00 1.41053105e-02
4.41469835e-01 5.78902931e+00 5.76053406e+00 -3.38549362e-07 -3.44806640e-07 0.00000000e+00 5.78280128e+00 5.78280163e+00 5.78280128e+00 1.35610012e-07 2.62591672e+00 2.61299121e+00 1.29255086e-02
4.69429560e-01 5.25104954e+00 5.22519117e+00 -2.71595929e-07 -2.76615734e-07 0.00000000e+00 5.24539851e+00 5.24539879e+00 5.24539851e+00 1.23007608e-07 2.38188789e+00 2.37015847e+00 1.17294135e-02
5.04083946e-01 4.68706137e+00 4.66398788e+00 -2.10238841e-07 -2.14124606e-07 0.00000000e+00 4.68201849e+00 4.68201870e+00 4.68201849e+00 1.09796023e-07 2.12606158e+00 2.11559540e+00 1.04661836e-02
5.49714601e-01 4.07834839e+00 4.05827364e+00 -1.53825266e-07 -1.56668360e-07 0.00000000e+00 4.07396078e+00 4.07396093e+00 4.07396078e+00 9.55367203e-08 1.84994801e+00 1.84084205e+00 9.10595544e-03
6.15109955e-01 3.40044542e+00 3.38370912e+00 -1.02434877e-07 -1.04328143e-07 0.00000000e+00 3.39678737e+00 3.39678747e+00 3.39678737e+00 7.96566149e-08 1.54244969e+00 1.53485807e+00 7.59162377e-03
7.18275679e-01 2.64016388e+00 2.62717037e+00 -5.83264196e-08 -5.94044461e-08 0.00000000e+00 2.63732384e+00 2.63732390e+00 2.63732384e+00 6.18467589e-08 1.19758428e+00 1.19169039e+00 5.89388337e-03
8.82921187e-01 1.87782333e+00 1.86858108e+00 -2.74535655e-08 -2.79610091e-08 0.00000000e+00 1.87580325e+00 1.87580328e+00 1.87580325e+00 4.39886638e-08 8.51784888e-01 8.47592584e-01 4.19230404e-03
1.10948999e+00 1.28183464e+00 1.27552376e+00 -1.18680984e-08 -1.20874605e-08 0.00000000e+00 1.28045539e+00 1.28045540e+00 1.28045539e+00 3.00274144e-08 5.81443076e-01 5.78580448e-01 2.86262878e-03
1.39672459e+00 8.68410214e-01 8.64131835e-01 -5.07376606e-09 -5.16753977e-09 0.00000000e+00 8.67475346e-01 8.67475351e-01 8.67475346e-01 2.03427951e-08 3.93912827e-01 3.91972145e-01 1.94068207e-03
1.75837192e+00 5.85876351e-01 5.82986371e-01 -2.16057743e-09 -2.20049608e-09 0.00000000e+00 5.85245076e-01 5.85245078e-01 5.85245076e-01 1.37243332e-08 2.65754831e-01 2.64443929e-01 1.31090141e-03
2.21365909e+00 3.93809142e-01 3.91862624e-01 -9.16029688e-10 -9.32958825e-10 0.00000000e+00 3.93384192e-01 3.93384193e-01 3.93384192e-01 9.22508527e-09 1.78632713e-01 1.77749768e-01 8.82944728e-04
2.78683168e+00 2.63805766e-01 2.62497471e-01 -3.87281362e-10 -3.94436816e-10 0.00000000e+00 2.63520411e-01 2.63520411e-01 2.63520411e-01 6.17970500e-09 1.19662889e-01 1.19069444e-01 5.93445411e-04
3.50841322e+00 1.76181474e-01 1.75303072e-01 -1.63133074e-10 -1.66148034e-10 0.00000000e+00 1.75990163e-01 1.75990164e-01 1.75990163e-01 4.12707042e-09 7.99163128e-02 7.95178681e-02 3.98444729e-04
4.41683056e+00 1.17326994e-01 1.16737037e-01 -6.85592965e-11 -6.98260906e-11 0.00000000e+00 1.17198803e-01 1.17198803e-01 1.17198803e-01 2.74837925e-09 5.32197885e-02 5.29521828e-02 2.67605736e-04
5.56046023e+00 7.79331120e-02 7.75359689e-02 -2.87333167e-11 -2.92641935e-11 0.00000000e+00 7.78471294e-02 7.78471294e-02 7.78471294e-02 1.82555990e-09 3.53506349e-02 3.51704900e-02 1.80144995e-04
7.00020469e+00 5.16440782e-02 5.13753525e-02 -1.20124803e-11 -1.22344174e-11 0.00000000e+00 5.15862225e-02 5.15862225e-02 5.15862225e-02 1.20972655e-09 2.34258701e-02 2.33039755e-02 1.21894586e-04
8.81273557e+00 3.41475103e-02 3.39640004e-02 -5.01306829e-12 -5.10564306e-12 0.00000000e+00 3.41083346e-02 3.41083346e-02 3.41083346e-02 7.99860038e-10 1.54893875e-02 1.54061470e-02 8.32405318e-05
1.10945768e+01 2.25330144e-02 2.24058252e-02 -2.08749877e-12 -2.12603035e-12 0.00000000e+00 2.25061997e-02 2.25061997e-02 2.25061997e-02 5.27783311e-10 1.02210260e-02 1.01633327e-02 5.76933317e-05
1.39672446e+01 1.48408867e-02 1.47507520e-02 -8.67655977e-13 -8.83660397e-13 0.00000000e+00 1.48222197e-02 1.48222197e-02 1.48222197e-02 3.47589565e-10 6.73185960e-03 6.69097431e-03 4.08852906e-05
1.75837192e+01 9.75731852e-03 9.69143029e-03 -3.60031513e-13 -3.66665357e-13 0.00000000e+00 9.74399781e-03 9.74399781e-03 9.74399781e-03 2.28502346e-10 4.42594163e-03 4.39605458e-03 2.98870501e-05
2.21365909e+01 6.40407949e-03 6.35394572e-03 -1.49176723e-13 -1.51920500e-13 0.00000000e+00 6.39424756e-03 6.39424756e-03 6.39424756e-03 1.49948778e-10 2.90490486e-03 2.88216408e-03 2.27407874e-05
2.78683168e+01 4.19627286e-03 4.15627960e-03 -6.17286087e-14 -6.28607409e-14 0.00000000e+00 4.18870124e-03 4.18870124e-03 4.18870124e-03 9.82274501e-11 1.90343881e-03 1.88529778e-03 1.81410301e-05
3.50841322e+01 2.74507136e-03 2.71152205e-03 -2.55137506e-14 -2.59795803e-14 0.00000000e+00 2.73895044e-03 2.73895044e-03 2.73895044e-03 6.42299612e-11 1.24517054e-03 1.22995250e-03 1.52180392e-05
4.41683056e+01 1.79264733e-03 1.76312426e-03 -1.05356026e-14 -1.07265949e-14 0.00000000e+00 1.78744643e-03 1.78744643e-03 1.78744643e-03 4.19166456e-11 8.13148863e-04 7.99757133e-04 1.33917306e-05
5.56046023e+01 1.16846947e-03 1.14141122e-03 -4.34774049e-15 -4.42567564e-15 0.00000000e+00 1.16384403e-03 1.16384403e-03 1.16384403e-03 2.72928111e-11 5.30020379e-04 5.17746699e-04 1.22736808e-05
7.00020469e+01 7.59942547e-04 7.34373326e-04 -1.79363478e-15 -1.82522234e-15 0.00000000e+00 7.55674119e-04 7.55674119e-04 7.55674119e-04 1.77209922e-11 3.44711649e-04 3.33113393e-04 1.15982562e-05
